leaid,year,lea_name,fips,grade_edfacts,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
0100005,2014,Albertville City,1,9,302,54,54,54,303,17,17,17
0100006,2014,Marshall County,1,9,465,56,56,56,465,15,15,15
0100007,2014,Hoover City,1,9,1124,77,77,77,1125,43,43,43
0100008,2014,Madison City,1,9,785,79,79,79,784,50,50,50
0100011,2014,Leeds City,1,9,106,70,74,72,106,15,19,17
0100012,2014,Boaz City,1,9,183,50,54,52,183,15,19,17
0100013,2014,Trussville City,1,9,332,82,82,82,332,42,42,42
0100030,2014,Alexander City,1,9,204,60,64,62,204,25,29,27
0100060,2014,Andalusia City,1,9,121,55,59,57,121,25,29,27
0100090,2014,Anniston City,1,9,125,30,34,32,124,0,5,2.5
0100100,2014,Arab City,1,9,206,75,79,77,206,35,39,37
0100120,2014,Athens City,1,9,225,65,69,67,225,25,29,27
0100180,2014,Attalla City,1,9,212,60,64,62,212,10,14,12
0100185,2014,Saraland City,1,9,225,70,74,72,225,20,24,22
0100188,2014,Chickasaw City,1,9,44,50,59,54.5,44,11,19,15
0100189,2014,Satsuma City,1,9,122,75,79,77,122,25,29,27
0100190,2014,Alabaster City,1,9,440,61,61,61,440,20,20,20
0100194,2014,Pelham City,1,9,206,70,74,72,206,20,24,22
0100210,2014,Auburn City,1,9,596,71,71,71,595,46,46,46
0100240,2014,Autauga County,1,9,759,64,64,64,759,27,27,27
0100270,2014,Baldwin County,1,9,2127,63,63,63,2127,25,25,25
0100300,2014,Barbour County,1,9,56,20,29,24.5,56,0,10,5
0100330,2014,Bessemer City,1,9,248,25,29,27,247,0,5,2.5
0100360,2014,Bibb County,1,9,271,50,54,52,271,10,14,12
0100390,2014,Birmingham City,1,9,1442,33,33,33,1426,6,6,6
0100420,2014,Blount County,1,9,601,57,57,57,601,15,15,15
0100450,2014,Brewton City,1,9,83,65,69,67,83,25,29,27
0100480,2014,Bullock County,1,9,102,20,24,22,102,0,5,2.5
0100510,2014,Butler County,1,9,224,40,44,42,224,10,14,12
0100540,2014,Calhoun County,1,9,738,62,62,62,738,16,16,16
0100600,2014,Chambers County,1,9,267,40,44,42,267,10,14,12
0100630,2014,Cherokee County,1,9,326,59,59,59,326,18,18,18
0100660,2014,Chilton County,1,9,601,57,57,57,601,15,15,15
0100690,2014,Choctaw County,1,9,111,45,49,47,111,6,9,7.5
0100720,2014,Clarke County,1,9,254,50,54,52,254,10,14,12
0100750,2014,Clay County,1,9,176,50,54,52,176,10,14,12
0100780,2014,Cleburne County,1,9,214,55,59,57,214,15,19,17
0100810,2014,Coffee County,1,9,186,50,54,52,187,10,14,12
0100840,2014,Colbert County,1,9,197,50,54,52,197,10,14,12
0100870,2014,Conecuh County,1,9,93,40,44,42,93,6,9,7.5
0100900,2014,Coosa County,1,9,83,50,54,52,83,6,9,7.5
0100930,2014,Covington County,1,9,228,60,64,62,228,20,24,22
0100960,2014,Crenshaw County,1,9,179,50,54,52,179,15,19,17
0100990,2014,Cullman City,1,9,228,75,79,77,228,40,44,42
0101020,2014,Cullman County,1,9,756,56,56,56,756,17,17,17
0101050,2014,Dale County,1,9,241,60,64,62,241,20,24,22
0101080,2014,Daleville City,1,9,100,45,49,47,100,10,14,12
0101110,2014,Dallas County,1,9,286,40,44,42,286,0,5,2.5
0101140,2014,Dekalb County,1,9,648,51,51,51,646,13,13,13
0101170,2014,Decatur City,1,9,549,52,52,52,549,21,21,21
0101200,2014,Demopolis City,1,9,150,50,54,52,150,15,19,17
0101230,2014,Dothan City,1,9,591,56,56,56,593,17,17,17
0101260,2014,Elba City,1,9,54,30,39,34.5,54,11,19,15
0101290,2014,Elmore County,1,9,724,61,61,61,723,20,20,20
0101320,2014,Enterprise City,1,9,533,66,66,66,533,30,30,30
0101350,2014,Escambia County,1,9,313,55,55,55,313,15,15,15
0101380,2014,Etowah County,1,9,656,63,63,63,656,22,22,22
0101410,2014,Eufaula City,1,9,197,45,49,47,198,10,14,12
0101440,2014,Fairfield City,1,9,138,20,24,22,137,0,5,2.5
0101470,2014,Fayette County,1,9,181,60,64,62,181,20,24,22
0101530,2014,Florence City,1,9,309,65,65,65,309,21,21,21
0101560,2014,Fort Payne City,1,9,214,50,54,52,214,15,19,17
0101590,2014,Franklin County,1,9,205,55,59,57,205,10,14,12
0101620,2014,Gadsden City,1,9,311,50,50,50,311,14,14,14
0101640,2014,Geneva City,1,9,80,60,64,62,80,25,29,27
0101660,2014,Geneva County,1,9,205,55,59,57,205,15,19,17
0101680,2014,Greene County,1,9,74,30,34,32,74,6,9,7.5
0101690,2014,Guntersville City,1,9,144,65,69,67,145,25,29,27
0101710,2014,Hale County,1,9,192,40,44,42,192,6,9,7.5
0101720,2014,Haleyville City,1,9,125,75,79,77,125,20,24,22
0101730,2014,Hartselle City,1,9,251,75,79,77,251,35,39,37
0101740,2014,Henry County,1,9,201,45,49,47,201,10,14,12
0101760,2014,Homewood City,1,9,271,70,74,72,271,45,49,47
0101770,2014,Houston County,1,9,439,62,62,62,439,18,18,18
0101800,2014,Huntsville City,1,9,1671,61,61,61,1671,28,28,28
0101830,2014,Jackson County,1,9,419,60,60,60,419,17,17,17
0101860,2014,Jacksonville City,1,9,91,75,79,77,91,25,29,27
0101890,2014,Jasper City,1,9,228,65,69,67,228,20,24,22
0101920,2014,Jefferson County,1,9,2737,53,53,53,2736,14,14,14
0101950,2014,Lamar County,1,9,126,55,59,57,126,20,24,22
0101980,2014,Lanett City,1,9,59,40,49,44.5,61,6,9,7.5
0102010,2014,Lauderdale County,1,9,647,67,67,67,647,25,25,25
0102040,2014,Lawrence County,1,9,359,57,57,57,359,12,12,12
0102070,2014,Lee County,1,9,848,52,52,52,846,18,18,18
0102100,2014,Limestone County,1,9,663,59,59,59,663,19,19,19
0102130,2014,Linden City,1,9,41,40,49,44.5,41,0,10,5
0102160,2014,Lowndes County,1,9,116,40,44,42,116,0,5,2.5
0102190,2014,Macon County,1,9,185,35,39,37,185,0,5,2.5
0102220,2014,Madison County,1,9,1402,69,69,69,1403,27,27,27
0102250,2014,Marengo County,1,9,104,40,44,42,104,10,14,12
0102310,2014,Marion County,1,9,273,60,64,62,273,20,24,22
0102350,2014,Midfield City,1,9,92,25,29,27,92,0,5,2.5
0102370,2014,Mobile County,1,9,3610,49,49,49,3607,15,15,15
0102400,2014,Monroe County,1,9,248,55,59,57,248,6,9,7.5
0102430,2014,Montgomery County,1,9,2097,44,44,44,2092,12,12,12
0102480,2014,Morgan County,1,9,579,61,61,61,579,18,18,18
0102490,2014,Mountain Brook City,1,9,372,95,95,95,372,83,83,83
0102520,2014,Muscle Shoals City,1,9,232,75,79,77,232,45,49,47
0102550,2014,Oneonta City,1,9,104,70,74,72,104,30,34,32
0102580,2014,Opelika City,1,9,296,45,49,47,296,10,14,12
0102610,2014,Opp City,1,9,102,55,59,57,102,15,19,17
0102635,2014,Oxford City,1,9,310,70,70,70,310,28,28,28
0102640,2014,Ozark City,1,9,153,55,59,57,153,20,24,22
0102650,2014,Pell City,1,9,295,65,69,67,295,15,19,17
0102670,2014,Perry County,1,9,93,30,34,32,93,0,5,2.5
0102700,2014,Phenix City,1,9,400,49,49,49,400,17,17,17
0102730,2014,Pickens County,1,9,222,55,59,57,222,6,9,7.5
0102760,2014,Piedmont City,1,9,100,75,79,77,100,20,24,22
0102790,2014,Pike County,1,9,164,45,49,47,164,10,14,12
0102820,2014,Randolph County,1,9,171,50,54,52,171,10,14,12
0102850,2014,Roanoke City,1,9,116,55,59,57,116,15,19,17
0102880,2014,Russell County,1,9,276,45,49,47,276,10,14,12
0102910,2014,Russellville City,1,9,178,45,49,47,179,10,14,12
0102940,2014,Scottsboro City,1,9,190,60,64,62,191,30,34,32
0102970,2014,Selma City,1,9,233,25,29,27,229,0,5,2.5
0103000,2014,Sheffield City,1,9,71,45,49,47,71,15,19,17
0103030,2014,Shelby County,1,9,1371,72,72,72,1372,34,34,34
0103062,2014,St Clair County,1,9,607,59,59,59,609,20,20,20
0103090,2014,Sumter County,1,9,115,35,39,37,115,0,5,2.5
0103120,2014,Sylacauga City,1,9,193,70,74,72,193,15,19,17
0103150,2014,Talladega City,1,9,126,30,34,32,126,0,5,2.5
0103180,2014,Talladega County,1,9,599,47,47,47,599,8,8,8
0103210,2014,Tallapoosa County,1,9,239,40,44,42,239,6,9,7.5
0103240,2014,Tallassee City,1,9,129,55,59,57,129,15,19,17
0103270,2014,Tarrant City,1,9,77,20,24,22,77,0,5,2.5
0103300,2014,Thomasville City,1,9,126,45,49,47,126,10,14,12
0103330,2014,Troy City,1,9,129,45,49,47,129,10,14,12
0103360,2014,Tuscaloosa City,1,9,692,43,43,43,692,15,15,15
0103390,2014,Tuscaloosa County,1,9,1202,58,58,58,1201,17,17,17
0103420,2014,Tuscumbia City,1,9,115,70,74,72,115,10,14,12
0103430,2014,Vestavia Hills City,1,9,475,88,88,88,475,63,63,63
0103450,2014,Walker County,1,9,589,46,46,46,588,8,8,8
0103480,2014,Washington County,1,9,244,50,54,52,244,10,14,12
0103510,2014,Wilcox County,1,9,130,25,29,27,130,0,5,2.5
0103540,2014,Winfield City,1,9,108,70,74,72,108,25,29,27
0103580,2014,Winston County,1,9,195,65,69,67,195,10,14,12
0200001,2014,Lower Kuskokwim School District,2,9,584,5,5,5,583,8,8,8
0200003,2014,Lower Yukon School District,2,9,258,0,5,2.5,258,0,5,2.5
0200004,2014,Yupiit School District,2,9,46,0,10,5,46,0,10,5
0200005,2014,Kashunamiut School District,2,9,41,0,10,5,40,0,10,5
0200006,2014,Mount Edgecumbe High School Agency,2,9,192,25,29,27,192,25,29,27
0200007,2014,Aleutians East Borough School District,2,9,35,20,29,24.5,35,11,19,15
0200010,2014,Aleutian Region School District,2,9,3,-3,-3,-3,3,-3,-3,-3
0200020,2014,Bering Strait School District,2,9,187,6,9,7.5,188,6,9,7.5
0200030,2014,Bristol Bay Borough School District,2,9,27,0,20,10,26,0,20,10
0200050,2014,Alaska Gateway School District,2,9,36,20,29,24.5,36,11,19,15
0200060,2014,Cordova City School District,2,9,42,20,29,24.5,42,20,29,24.5
0200070,2014,Copper River School District,2,9,67,35,39,37,67,30,34,32
0200090,2014,Craig City School District,2,9,60,40,49,44.5,59,20,29,24.5
0200100,2014,Delta-Greely School District,2,9,119,40,44,42,117,25,29,27
0200120,2014,Dillingham City School District,2,9,69,10,14,12,69,15,19,17
0200130,2014,Galena City School District,2,9,465,41,41,41,465,22,22,22
0200150,2014,Ketchikan Gateway Borough School District,2,9,382,39,39,39,383,28,28,28
0200180,2014,Anchorage School District,2,9,6508,32,32,32,6496,26,26,26
0200210,2014,Juneau Borough School District,2,9,716,36,36,36,716,32,32,32
0200240,2014,Sitka School District,2,9,196,35,39,37,195,20,24,22
0200270,2014,Haines Borough School District,2,9,36,30,39,34.5,36,20,29,24.5
0200300,2014,Hoonah City School District,2,9,20,0,20,10,20,0,20,10
0200330,2014,Hydaburg City School District,2,9,9,0,49,24.5,9,0,49,24.5
0200360,2014,Kake City School District,2,9,10,0,49,24.5,10,0,49,24.5
0200390,2014,Kenai Peninsula Borough School District,2,9,1223,38,38,38,1219,25,25,25
0200450,2014,Klawock City School District,2,9,22,0,20,10,23,0,20,10
0200480,2014,Kodiak Island Borough School District,2,9,371,39,39,39,379,21,21,21
0200485,2014,Lake and Peninsula Borough School District,2,9,36,30,39,34.5,36,20,29,24.5
0200510,2014,Matanuska-Susitna Borough School District,2,9,2426,34,34,34,2423,23,23,23
0200520,2014,Iditarod Area School District,2,9,42,11,19,15,42,11,19,15
0200525,2014,Annette Island School District,2,9,41,11,19,15,41,11,19,15
0200540,2014,Nenana City School District,2,9,105,25,29,27,105,10,14,12
0200570,2014,Nome Public Schools,2,9,101,20,24,22,104,10,14,12
0200600,2014,Fairbanks North Star Borough School District,2,9,1827,35,35,35,1819,24,24,24
0200610,2014,North Slope Borough School District,2,9,222,10,14,12,222,10,14,12
0200625,2014,Northwest Arctic Borough School District,2,9,289,6,9,7.5,288,6,9,7.5
0200630,2014,Pelican City School District,2,9,1,-3,-3,-3,1,-3,-3,-3
0200660,2014,Petersburg Borough School District,2,9,74,35,39,37,75,40,44,42
0200670,2014,Pribilof School District,2,9,7,0,49,24.5,7,0,49,24.5
0200680,2014,Saint Mary's School District,2,9,28,0,20,10,28,0,20,10
0200690,2014,Skagway School District,2,9,16,40,59,49.5,16,21,39,30
0200700,2014,Southeast Island School District,2,9,31,40,49,44.5,31,40,49,44.5
0200710,2014,Southwest Region School District,2,9,89,0,5,2.5,89,0,5,2.5
0200715,2014,Tanana City School District,2,9,8,0,49,24.5,8,0,49,24.5
0200720,2014,Unalaska City School District,2,9,52,40,49,44.5,52,40,49,44.5
0200730,2014,Chatham School District,2,9,17,40,59,49.5,17,0,20,10
0200760,2014,Kuspuk School District,2,9,41,0,10,5,42,0,10,5
0200770,2014,Denali Borough School District,2,9,87,45,49,47,87,35,39,37
0200775,2014,Yukon Flats School District,2,9,26,0,20,10,27,0,20,10
0200780,2014,Valdez City School District,2,9,84,45,49,47,85,25,29,27
0200800,2014,Chugach School District,2,9,33,30,39,34.5,33,0,10,5
0200810,2014,Wrangell Public School District,2,9,46,30,39,34.5,46,20,29,24.5
0200840,2014,Yakutat School District,2,9,15,0,49,24.5,15,0,49,24.5
0200862,2014,Yukon-Koyukuk School District,2,9,166,25,29,27,166,6,9,7.5
0400001,2014,Cave Creek Unified District,4,9,402,46,46,46,404,49,49,49
0400003,2014,Chino Valley Unified District,4,9,183,25,29,27,183,25,29,27
0400016,2014,Center for Academic Success  Inc.,4,9,43,20,29,24.5,46,20,29,24.5
0400019,2014,Flagstaff Arts And Leadership Academy,4,9,57,60,69,64.5,56,50,59,54.5
0400021,2014,Colorado City Unified District,4,9,18,60,79,69.5,18,60,79,69.5
0400023,2014,Pinon Unified District,4,9,86,0,5,2.5,86,10,14,12
0400026,2014,Heber-Overgaard Unified District,4,9,25,40,59,49.5,26,21,39,30
0400036,2014,Foothills Academy,4,9,30,60,79,69.5,29,80,100,90
0400041,2014,Maricopa County Community College District dba Gateway Early,4,9,57,40,49,44.5,57,40,49,44.5
0400043,2014,New School For The Arts,4,9,35,60,69,64.5,35,40,49,44.5
0400047,2014,Salt River Pima-Maricopa  Community Schools,4,9,41,0,10,5,42,11,19,15
0400052,2014,Espiritu Community Development Corp.,4,9,32,11,19,15,33,40,49,44.5
0400053,2014,Heritage Academy  Inc.,4,9,104,85,89,87,105,90,94,92
0400056,2014,Arizona School For The Arts,4,9,84,85,89,87,83,70,74,72
0400057,2014,Arizona Call-a-Teen Youth Resources  Inc.,4,9,24,60,79,69.5,25,0,20,10
0400061,2014,Intelli-School  Inc.,4,9,22,40,59,49.5,22,40,59,49.5
0400065,2014,Benjamin Franklin Charter School,4,9,29,60,79,69.5,29,40,59,49.5
0400067,2014,Victory High School  Inc.,4,9,3,-3,-3,-3,3,-3,-3,-3
0400070,2014,Tempe Preparatory Academy,4,9,51,80,89,84.5,51,90,100,95
0400074,2014,Kingman Academy Of Learning,4,9,85,50,54,52,84,35,39,37
0400077,2014,Career Development  Inc.,4,9,31,40,49,44.5,28,0,20,10
0400078,2014,Edge School  Inc.  The,4,9,70,50,54,52,71,25,29,27
0400079,2014,Tucson Youth Development/ACE Charter High School,4,9,45,20,29,24.5,43,11,19,15
0400081,2014,Presidio School,4,9,12,50,100,75,12,50,100,75
0400082,2014,Colorado River Union High School District,4,9,453,20,20,20,449,25,25,25
0400083,2014,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,4,9,180,10,14,12,185,6,9,7.5
0400094,2014,Az-Tec High School,4,9,31,20,29,24.5,31,0,10,5
0400095,2014,Yuma Private Industry Council  Inc.,4,9,28,60,79,69.5,30,21,39,30
0400097,2014,Northland Preparatory Academy,4,9,76,60,64,62,76,80,84,82
0400099,2014,Liberty High School,4,9,13,0,49,24.5,13,0,49,24.5
0400103,2014,Ombudsman Educational Services  Ltd. a subsidiary of Educati,4,9,91,25,29,27,94,15,19,17
0400104,2014,Global Renaissance Academy of Distinguished Education,4,9,13,50,100,75,13,50,100,75
0400106,2014,Arizona Agribusiness & Equine Center  Inc.,4,9,89,50,54,52,87,60,64,62
0400107,2014,International Commerce Secondary Schools  Inc.,4,9,110,55,59,57,108,25,29,27
0400108,2014,Humanities and Sciences Academy of the United States  Inc.,4,9,63,45,49,47,60,30,39,34.5
0400112,2014,American Leadership Academy  Inc.,4,9,161,40,44,42,159,45,49,47
0400120,2014,Arizona Department of Corrections,4,9,7,50,100,75,7,0,49,24.5
0400121,2014,Accelerated Learning Center  Inc.,4,9,71,25,29,27,71,20,24,22
0400124,2014,Genesis Program  Inc.,4,9,30,21,39,30,29,0,20,10
0400125,2014,Luz Academy of Tucson  Inc,4,9,18,0,20,10,18,0,20,10
0400129,2014,Accelerated Elementary and Secondary Schools,4,9,7,50,100,75,7,50,100,75
0400130,2014,American Heritage Academy,4,9,23,40,59,49.5,26,21,39,30
0400133,2014,Employ-Ability Unlimited  Inc.,4,9,15,0,49,24.5,15,0,49,24.5
0400144,2014,Florence Crittenton Services of Arizona  Inc.,4,9,22,21,39,30,22,60,79,69.5
0400147,2014,Ha:san Educational Services,4,9,25,0,20,10,24,0,20,10
0400149,2014,Kaizen Education Foundation dba El Dorado High School,4,9,72,75,79,77,69,35,39,37
0400153,2014,Phoenix School of Academic Excellence The,4,9,19,21,39,30,19,0,20,10
0400154,2014,Shonto Governing Board of Education  Inc.,4,9,19,0,20,10,19,0,20,10
0400157,2014,Edkey  Inc. - Sequoia Choice Schools,4,9,198,65,69,67,202,50,54,52
0400159,2014,Tucson Preparatory School,4,9,18,40,59,49.5,19,0,20,10
0400160,2014,Vision Charter School  Inc.,4,9,9,0,49,24.5,9,0,49,24.5
0400161,2014,Westwind Children's Services,4,9,25,40,59,49.5,26,21,39,30
0400163,2014,Coconino County Accommodation School District,4,9,22,40,59,49.5,22,21,39,30
0400192,2014,Sonoran Desert School,4,9,7,0,49,24.5,8,0,49,24.5
0400197,2014,Northern Arizona Vocational Institute of Technology,4,9,7,50,100,75,11,0,49,24.5
0400201,2014,Pima County Board of Supervisors,4,9,10,0,49,24.5,10,0,49,24.5
0400202,2014,Academy of Tucson  Inc.,4,9,32,50,59,54.5,32,40,49,44.5
0400204,2014,Mountain Rose Academy  Inc.,4,9,77,75,79,77,75,30,34,32
0400207,2014,Vechij Himdag Alternative School  Inc.,4,9,15,0,49,24.5,12,0,49,24.5
0400209,2014,Park View School  Inc.,4,9,21,40,59,49.5,21,21,39,30
0400211,2014,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,4,9,50,80,89,84.5,50,70,79,74.5
0400212,2014,Benson Unified School District,4,9,103,40,44,42,102,25,29,27
0400216,2014,Precision Academy Systems  Inc,4,9,52,60,69,64.5,52,11,19,15
0400219,2014,Career Success Schools,4,9,89,60,64,62,90,6,9,7.5
0400223,2014,Daisy Education Corporation dba Sonoran Science Academy,4,9,59,40,49,44.5,60,80,89,84.5
0400225,2014,Horizon Community Learning Center  Inc.,4,9,98,55,59,57,98,65,69,67
0400231,2014,James Madison Preparatory School,4,9,28,80,100,90,28,60,79,69.5
0400235,2014,Excalibur Charter Schools  Inc.,4,9,7,0,49,24.5,7,0,49,24.5
0400238,2014,Metropolitan Arts Institute  Inc.,4,9,43,60,69,64.5,43,30,39,34.5
0400241,2014,Paragon Management  Inc.,4,9,85,60,64,62,84,35,39,37
0400243,2014,Skyline Schools  Inc.,4,9,44,80,89,84.5,45,50,59,54.5
0400244,2014,Edkey  Inc. - Sequoia Charter School,4,9,43,11,19,15,42,11,19,15
0400248,2014,Telesis Center for Learning  Inc.,4,9,24,80,100,90,24,60,79,69.5
0400254,2014,Southern Arizona Community Academy  Inc.,4,9,32,50,59,54.5,33,20,29,24.5
0400256,2014,MultiDimensional Literacy Corp.,4,9,2,-3,-3,-3,2,-3,-3,-3
0400259,2014,Southgate Academy  Inc.,4,9,29,0,20,10,29,0,20,10
0400261,2014,Eastpointe High School  Inc.,4,9,31,50,59,54.5,32,11,19,15
0400266,2014,PACE Preparatory Academy  Inc.,4,9,18,21,39,30,17,0,20,10
0400267,2014,Kestrel Schools  Inc.,4,9,11,0,49,24.5,11,0,49,24.5
0400273,2014,GAR  LLC dba Student Choice High School,4,9,68,75,79,77,69,40,44,42
0400274,2014,AIBT Non-Profit Charter High School - Phoenix,4,9,47,40,49,44.5,47,11,19,15
0400276,2014,Academy with Community Partners  Inc,4,9,37,30,39,34.5,38,30,39,34.5
0400278,2014,Deer Valley Charter Schools  Inc.,4,9,11,50,100,75,13,0,49,24.5
0400280,2014,Mohave Accelerated Learning Center,4,9,50,20,29,24.5,50,30,39,34.5
0400282,2014,Harvest Power Community Development Group  Inc.,4,9,49,0,10,5,49,0,10,5
0400284,2014,Omega Alpha Academy,4,9,8,0,49,24.5,9,0,49,24.5
0400288,2014,Premier Charter High School,4,9,65,25,29,27,65,6,9,7.5
0400290,2014,Pan-American Elementary Charter,4,9,17,0,20,10,17,21,39,30
0400295,2014,Kingman Unified School District,4,9,310,39,39,39,305,29,29,29
0400303,2014,North Star Charter School  Inc.,4,9,51,60,69,64.5,50,20,29,24.5
0400311,2014,E-Institute Charter Schools  Inc.,4,9,230,65,69,67,230,30,34,32
0400312,2014,Ira H. Hayes Memorial Applied Learning Center  Inc.,4,9,19,0,20,10,19,0,20,10
0400313,2014,New Visions Academy  Inc.,4,9,6,50,100,75,7,0,49,24.5
0400314,2014,Developing Innovations in Navajo Education  Inc. (DINE  Inc.,4,9,3,-3,-3,-3,3,-3,-3,-3
0400315,2014,Yavapai Accommodation School District,4,9,16,21,39,30,15,0,49,24.5
0400316,2014,Cobre Valley Institute of Technology District,4,9,1,-3,-3,-3,3,-3,-3,-3
0400321,2014,Pinnacle Education-WMCB  Inc.,4,9,7,50,100,75,7,50,100,75
0400322,2014,Desert Rose Academy Inc.,4,9,29,60,79,69.5,28,21,39,30
0400326,2014,Success School,4,9,34,11,19,15,33,11,19,15
0400327,2014,Pointe Educational Services,4,9,129,50,54,52,129,35,39,37
0400329,2014,Primavera Technical Learning Center,4,9,593,82,82,82,585,45,45,45
0400330,2014,Compass High School  Inc.,4,9,78,45,49,47,76,10,14,12
0400332,2014,James Sandoval Preparatory High School,4,9,16,0,20,10,15,0,49,24.5
0400344,2014,Pathways KM Charter Schools  Inc,4,9,7,0,49,24.5,7,0,49,24.5
0400345,2014,Cochise Technology District,4,9,17,40,59,49.5,18,21,39,30
0400347,2014,Coconino Association for Vocation Industry and Technology,4,9,11,50,100,75,10,0,49,24.5
0400348,2014,Central Arizona Valley Institute of Technology,4,9,193,45,49,47,193,35,39,37
0400349,2014,Gila Institute for Technology,4,9,5,-3,-3,-3,5,-3,-3,-3
0400352,2014,American Charter Schools Foundation d.b.a. Estrella High Sch,4,9,71,40,44,42,70,20,24,22
0400353,2014,American Charter Schools Foundation d.b.a. Peoria Accelerate,4,9,143,60,64,62,142,30,34,32
0400354,2014,American Charter Schools Foundation d.b.a. Sun Valley High S,4,9,128,70,74,72,124,20,24,22
0400355,2014,American Charter Schools Foundation d.b.a. West Phoenix High,4,9,86,40,44,42,84,15,19,17
0400356,2014,Nosotros  Inc,4,9,32,50,59,54.5,32,11,19,15
0400357,2014,American Charter Schools Foundation d.b.a. Apache Trail High,4,9,44,40,49,44.5,46,11,19,15
0400363,2014,SC Jensen Corporation  Inc. dba Intelli-School,4,9,24,21,39,30,22,21,39,30
0400364,2014,PAS Charter  Inc.  dba Intelli-School,4,9,58,50,59,54.5,56,20,29,24.5
0400366,2014,Valley of the Sun Waldorf Education Association  dba Desert,4,9,14,0,49,24.5,14,0,49,24.5
0400367,2014,Pima Prevention Partnership dba Pima Partnership School  The,4,9,56,40,49,44.5,56,20,29,24.5
0400373,2014,Tucson International Academy  Inc.,4,9,31,11,19,15,31,0,10,5
0400381,2014,Carpe Diem Collegiate High School,4,9,29,60,79,69.5,30,60,79,69.5
0400382,2014,CPLC Community Schools dba Toltecalli High School,4,9,25,0,20,10,25,0,20,10
0400383,2014,Life Skills Center of Arizona  Inc.,4,9,57,50,59,54.5,53,30,39,34.5
0400384,2014,American Charter Schools Foundation d.b.a. Desert Hills High,4,9,53,50,59,54.5,53,20,29,24.5
0400385,2014,American Charter Schools Foundation d.b.a. Crestview College,4,9,35,60,69,64.5,35,20,29,24.5
0400386,2014,Kaizen Education Foundation dba Summit High School,4,9,78,45,49,47,78,20,24,22
0400387,2014,Kaizen Education Foundation dba Tempe Accelerated High Schoo,4,9,4,-3,-3,-3,4,-3,-3,-3
0400388,2014,Kaizen Education Foundation dba Skyview High School,4,9,25,21,39,30,24,0,20,10
0400389,2014,Kaizen Education Foundation dba Maya High School,4,9,83,45,49,47,84,15,19,17
0400391,2014,Vista Charter School,4,9,3,-3,-3,-3,3,-3,-3,-3
0400394,2014,Avondale Learning dba Precision Academy,4,9,25,40,59,49.5,24,21,39,30
0400395,2014,LEAD Charter Schools,4,9,57,20,29,24.5,57,30,39,34.5
0400398,2014,Founding Fathers Academies  Inc,4,9,11,0,49,24.5,11,0,49,24.5
0400402,2014,Cholla Academy,4,9,45,11,19,15,45,20,29,24.5
0400405,2014,Cornerstone Charter School Inc,4,9,52,30,39,34.5,52,11,19,15
0400407,2014,Tucson Small School Project,4,9,45,40,49,44.5,45,20,29,24.5
0400414,2014,Academy of Building Industries  Inc.,4,9,27,21,39,30,26,40,59,49.5
0400416,2014,StarShine Academy,4,9,16,0,20,10,14,0,49,24.5
0400417,2014,Arizona Agribusiness & Equine Center  Inc.,4,9,93,35,39,37,95,45,49,47
0400419,2014,Gila County Regional School District,4,9,11,50,100,75,12,0,49,24.5
0400420,2014,Pillar Charter School,4,9,21,60,79,69.5,22,21,39,30
0400423,2014,Legacy Education Group,4,9,35,60,69,64.5,34,20,29,24.5
0400426,2014,Arizona Agribusiness & Equine Center  Inc.,4,9,37,60,69,64.5,38,60,69,64.5
0400427,2014,Arizona Connections Academy Charter School  Inc.,4,9,208,55,59,57,193,40,44,42
0400429,2014,Country Gardens Charter Schools,4,9,9,0,49,24.5,9,50,100,75
0400432,2014,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,4,9,510,59,59,59,506,37,37,37
0400440,2014,Chandler Preparatory Academy,4,9,82,85,89,87,82,95,100,97.5
0400444,2014,Prescott Valley Charter School,4,9,11,0,49,24.5,11,0,49,24.5
0400447,2014,American Charter Schools Foundation d.b.a. South Ridge High,4,9,108,60,64,62,105,85,89,87
0400450,2014,Agua Fria Union High School District,4,9,1740,51,51,51,1731,69,69,69
0400459,2014,Maricopa County Sheriffs Office,4,9,3,-3,-3,-3,3,-3,-3,-3
0400463,2014,Arizona State School for the Deaf and Blind,4,9,63,10,14,12,64,15,19,17
0400520,2014,Ajo Unified District,4,9,26,21,39,30,26,40,59,49.5
0400608,2014,BASIS School  Inc.,4,9,85,95,100,97.5,85,95,100,97.5
0400610,2014,Desert Heights Charter Schools,4,9,30,40,59,49.5,30,60,79,69.5
0400612,2014,Northeast Arizona Technological Institute of Vocational Educ,4,9,22,80,100,90,34,40,49,44.5
0400614,2014,MCCCD on behalf of Phoenix College Preparatory Academy,4,9,15,0,49,24.5,15,0,49,24.5
0400615,2014,West-MEC - Western Maricopa Education Center,4,9,369,42,42,42,364,41,41,41
0400618,2014,American Charter Schools Foundation d.b.a. South Pointe High,4,9,113,45,49,47,112,20,24,22
0400619,2014,American Charter Schools Foundation d.b.a. Alta Vista High S,4,9,99,65,69,67,98,55,59,57
0400621,2014,Pinnacle Education-Tempe  Inc.,4,9,106,70,74,72,109,30,34,32
