dist,children,predom_race,grad_rate_midpt,pct_pov,pct_SP,pct_HHVJ,pct_CC,pct_NCI,pct_CD,pct_CLI,pct_hisp_latino,pct_white,pct_black,pct_native,pct_asian
Pocahontas Area Community School District,853,White,83.3497997329773,13.435,13.992,24.777,0.434,10.727,10.317,0.469,5.6,93,0,0,0
Postville Community School District,795,White,83.44368131868131,24.194,25.864,19.166,7.969,15.772,0,9.057,40.8,47.4,1.3,0.5,0
Red Oak Community School District,1123,White,90.375,21.951,41.87,29.505,2.76,11.43,10.062,1.959,9,82.5,0,0,0
Remsen-Union Community School District,606,White,89.02777777777777,7.666,29.596,25.24,1.62,16.169,4.95,0,2.5,87.3,0,7.6,0
Riceville Community School District,596,White,86.48897058823529,17.769,7.224,17.059,3.105,30.182,5.872,0.671,3.2,92.6,0,0,0
Rock Valley Community School District,1371,White,92.52835820895524,8.684,16.194,16.882,3.252,0,2.918,9.993,31.9,67.5,0,0,0
Roland-Story Community School District,1145,White,94.0849598163031,6.996,33.62,20.307,0.569,9.794,4.716,0,3.6,82,0,0,1.8
Rudd-Rockford-Marble Rock Community School District,500,White,91.66346153846156,11.245,29.663,25.763,2.197,4.214,5,0,3,90.9,2,0,0
Ruthven-Ayrshire Community School District,258,White,80.54347826086956,10.821,38.35,26.975,1.266,11.236,11.24,0.775,1.4,92.9,0,0,1.4
St. Ansgar Community School District,698,White,93.69817578772802,10.164,24.843,20.824,0.958,4.545,4.155,0,0.6,100,0,0,0
Saydel Community School District,1337,White,89.18285714285715,12.465,16.36,26.23,2.467,12.339,13.014,9.798,6.5,92.2,0,0,0
Schaller-Crestland Community School District,473,White,NA,13.918,36.018,21.595,1.892,10.231,4.863,5.074,19.8,74.7,4.4,0,0
Schleswig Community School District,257,White,NA,16.026,28.017,14.461,0.741,10.112,2.335,0.778,11.3,81.1,0,0,3.8
Sergeant Bluff-Luton Community School District,1602,White,94.96870342771982,16.282,30.425,30.637,1.845,11.189,17.291,0,4.8,83.5,0.2,1.2,1.2
Seymour Community School District,472,White,80.9090909090909,30.591,20.554,17.506,11.171,59.534,3.814,6.992,0,90.2,0,0,0
West Fork Community School District,617,White,93.31490015360984,8.951,26.692,21.694,0.158,2.778,1.945,0,1.6,95.2,0,0,0
Sheldon Community School District,1136,White,87.89254598257502,10.228,14.757,27.584,2.171,11.881,1.673,0,17.5,79.9,0.4,0,1.5
Shenandoah Community School District,957,White,95.06614017769004,17.44,16.086,29.583,0.494,4.923,9.091,2.926,8.5,84.4,4.3,0,0
Sidney Community School District,375,White,91.60531697341514,18.066,14.749,25.214,2.722,10.166,6.933,0,12.2,84.1,0,0,0
Sigourney Community School District,516,White,87.0082135523614,15.094,25.217,27.002,0.411,5.452,7.364,0,1.8,98.2,0,0,0.7
Sioux Center Community School District,1751,White,76.56835205992509,6.042,10.668,20.285,2.33,0.809,3.598,7.139,32.2,62.7,0,0,0
Sioux City Community School District,15273,White,83.7073789504204,20.368,41.614,30.471,2.864,15.773,6.181,5.716,29.7,53.2,4.7,2,4.1
Solon Community School District,1150,White,94.26212765957447,4.381,26.408,22.392,0.796,1.331,9.391,2,2.6,94.3,0,0,3.1
South Hamilton Community School District,675,White,92.64437689969604,7.974,15.435,26.066,1.88,8.824,3.259,2.37,12.6,85.2,0.6,0.6,0
South Page Community School District,216,White,75,20.321,40.513,31.195,0.332,17.881,1.389,0,0,97.8,0,0,0
South Tama County Community School District,1695,White,91.36920103092784,15.394,38.233,28.335,4.857,17.045,3.481,7.375,29.9,53.2,0.2,15.2,0
South Winneshiek Community School District,661,White,92.93023255813954,8.429,15.663,18.549,0.29,3.592,9.834,0,8.9,91.1,0,0,0
Southeast Polk Community School District,6995,White,95.15962907766186,6.142,26.417,27.066,0.465,6.946,7.92,0,7.5,84.2,2.7,0.4,0.7
Southeast Warren Community School District,562,White,87.64832535885166,5.475,20.233,31.804,0,15.308,2.313,0,11.3,88.7,0,0,0
Spencer Community School District,2028,White,91.83962264150942,11.045,30.437,28.604,1.656,9.737,6.016,0,8.2,87.5,0,0,0
Spirit Lake Community School District,937,White,91.79189833200952,7.276,20.381,23.411,0.416,0,3.629,0,1.4,96.7,1.4,0.4,0
Springville Community School District,496,White,89.16666666666667,4.925,37.367,25.309,1.518,8.652,4.435,0,2.1,85.4,0,0.8,11.5
Stanton Community School District,188,White,84.76744186046511,9.036,17.059,15.679,0,1.66,1.064,0,0,100,0,0,0
Starmont Community School District,634,White,93.23204419889504,14.019,40.755,22.428,0.741,14.95,7.571,0,3.9,96.1,0,0,0
Storm Lake Community School District,2248,Hispanic/Latino,54.126543209876544,12.924,35.322,21.625,11.568,14.574,3.025,16.148,44.1,25.2,4.9,0,22.6
Stratford Community School District,177,White,NA,12.698,25.85,23.112,0.775,10.976,6.215,0,0,97.1,0,0,0
West Central Valley Community School District,1063,White,92.86917098445596,7.58,32.438,23.077,0.576,7.253,4.421,0.282,3.2,93.1,0,0,1.4
Sumner-Fredericksburg Community School District,906,White,93.76978417266189,9.036,17.189,17.796,0,6.438,1.656,0,3.3,92.9,1,0,1.9
Tipton Community School District,897,White,87.62566844919786,8.02,10.442,25.64,0.36,0,4.236,0,0.5,96.4,3,0,0
Treynor Community School District,690,White,94.99257884972172,3.191,9.883,16.81,0.636,6.935,0.87,0,0.7,99.1,0,0,0
Tri-Center Community School District,590,White,92.55244755244756,6.259,22.642,27.131,0.664,9.418,3.39,0,0.6,92.5,0.6,0,0.6
Tri-County Community School District,290,White,84.84581497797356,16.667,11.638,23.436,1.387,16.114,8.276,0,1.3,90.2,3.3,0,0
Tripoli Community School District,472,White,87.39901477832512,6.571,21.212,16.237,1.914,9.763,8.475,0,5.1,92.9,0,0,0.8
Turkey Valley Community School District,431,White,91.71469740634004,8.705,20.253,19.961,0.962,6.186,3.712,0,3.4,95.5,0,0,0
Twin Cedars Community School District,480,White,90.0994318181818,13.539,21.675,25.501,0.987,17.153,6.25,0,0,92.9,5.9,0,0
Twin Rivers Community School District,144,White,NA,13.776,18.852,25,1.002,12.727,9.722,0,0,100,0,0,0
Underwood Community School District,774,White,94.38320610687023,2.251,22.674,18.796,0.455,9.961,0.517,0,5.8,93.5,0,0,0
United Community School District,350,White,NA,8.056,21.212,26.716,1.744,12.127,0.857,0,6.6,82,9.8,0,0
Urbandale Community School District,3966,White,95.0219925808161,5.461,14.251,26.417,1.287,4.557,1.412,4.463,2.8,77.6,8.9,0,4.2
Valley Community School District,452,White,NA,0,18.063,25.52,1.004,18.759,4.646,0,1,97.5,1,0,0
Van Buren Community School District,910,White,91.37753510140406,19.37,14.353,20.679,2.078,22.157,4.066,2.527,10.2,87.4,0.6,0,0
Van Meter Community School District,631,White,94.0779014308426,4.203,20.875,22.405,1.446,0.35,1.743,0,10.4,88,0,0,0
Villisca Community School District,341,White,NA,22.324,36.63,21.825,0.307,17.4,7.331,0,1.1,95.9,0,0,0
Vinton-Shellsburg Community School District,1788,White,86.40520984081041,9.223,20.681,22.231,0.994,13.049,9.116,0,3.7,95.2,0.6,0,0
Waco Community School District,468,White,87.29247910863509,10.68,23.373,25.412,0.333,12.751,7.692,4.274,23,73,0.8,0,0
East Sac County Community School District,880,White,94.20045819014892,13.502,25.736,21.84,0.503,3.261,5.455,0.682,1.2,98.8,0,0,0
Wapello Community School District,614,White,86.11965811965811,11.324,15.771,18.816,0.808,8.494,4.723,0,9.5,85.7,0.6,2.4,0
Wapsie Valley Community School District,561,White,92.4368932038835,10.533,13.542,21.585,0.915,4.534,4.991,0,1.9,97.2,0,0,0
Washington Community School District,1832,White,87.3993769470405,12.59,32.59,24.795,1.351,15.698,6.714,1.801,16.8,78.3,0.2,0,0
Waterloo Community School District,12443,White,80.01516029354963,22.423,40.155,29.558,2.166,14.015,6.068,3.335,13.1,51.3,22.3,0.9,2.4
Waukee Community School District,11204,White,97.23705808080808,3.662,16.841,21.802,1.637,3.244,1.642,3.526,5,81.5,1.3,0,7.9
Waverly-Shell Rock Community School District,2254,White,89.71849427168576,5.63,15.901,24.152,0.526,6.367,2.618,1.73,3.9,88.9,2.5,1.4,0.5
Wayne Community School District,686,White,90.34945054945057,16.643,40.82,27.129,2.7,21.253,3.79,3.79,0.7,91.5,0,0,0
Webster City Community School District,1604,White,92.88769143505388,13.239,19.69,26.488,0.934,14.823,8.978,0.935,10.2,79.9,6.9,0,3
West Bend-Mallard Community School District,252,White,89.31740614334471,16.667,16.071,31.963,0,18.471,0.397,0,0,100,0,0,0
West Branch Community School District,567,White,89.85777777777777,7.068,15.163,16.11,0,0.945,11.287,0,4.5,89.3,2.7,0,0
West Burlington Independent School District,518,White,91.33061224489796,13,44.694,31.29,0.829,11.744,6.371,0,0,79.8,3.8,0,3.8
West Central Community School District,299,White,84.71311475409836,14.626,28.322,20.258,0.381,4.369,4.348,0,0,92.7,0,0,0
West Delaware County Community School District,1568,White,95.18014705882352,10.442,18.921,25.495,2.234,9.03,7.781,0,0.3,97.6,0,0,0
West Des Moines Community School District,10597,White,91.6402816559427,6.999,27.15,25.697,1.882,7.597,3.416,8.229,10.8,71.7,7.3,0.1,4.5
West Harrison Community School District,323,White,87.96448087431695,14.84,33.333,20.055,0.939,15.884,4.334,0,7,93,1.4,0,0
West Liberty Community School District,1430,White,92.56279434850865,12.479,24.804,15.609,2.609,11.256,1.538,0,28.9,65.9,0,0,0.7
West Lyon Community School District,1126,White,92.6772655007949,9.571,5.583,18.167,0.758,3.975,0.888,1.51,5,92.5,0,0.4,0
West Marshall Community School District,999,White,93.80555555555554,7.096,15.29,20.977,0.338,17.186,3.504,0,0.4,93.8,1.6,0,4.1
West Monona Community School District,618,White,88.74952561669829,17.896,45.961,32.941,0.218,12.912,5.34,0,0,100,0.6,0,0
West Sioux Community School District,917,White,87.38448566610455,10.778,20.983,22.086,2.493,4.795,14.286,10.905,33.1,62.3,0,0,0
Western Dubuque Community School District,4070,White,96.93783783783783,7.188,16.059,22.804,1.054,5.268,2.629,0.344,6.9,90.8,2,0.3,0
Westwood Community School District,534,White,90.8141962421712,6.78,18.565,26.082,0.486,8.701,6.742,0,5.5,94.5,0,0.7,0
Whiting Community School District,229,White,78,12.36,32.804,18.548,3.184,0,4.367,0,6,92,1.6,0,0
Williamsburg Community School District,1037,White,95.488995215311,5.689,14.831,23.471,0.576,5.922,15.911,0,1,98,0,0,1
Wilton Community School District,718,White,92.46677740863788,7.25,8.715,19.405,0.531,5.624,4.875,0,0,98.8,0,0,0
Winfield-Mount Union Community School District,341,White,86.65040650406503,12.011,35.671,22.087,0,8.095,13.196,0,6.9,90.3,0,0,0
Winterset Community School District,1829,White,95.78733866011063,7.594,22.209,27.02,0,4.592,7.6,0,4.4,92.4,0,0,0
Woodbine Community School District,432,White,87.33788395904436,12.92,34.925,23.939,0,7.554,4.861,0,7.4,85.1,0,0.9,0
Woodbury Central Community School District,581,White,93.14,12.356,37.405,22.442,0.514,8.967,6.54,0,6.6,90.2,0,1.6,0
Woodward-Granger Community School District,995,White,92.26351351351352,3.65,8.477,21.281,2.755,5.115,3.518,0,2,81,1.6,0,0
PCM Community School District,1301,White,94.22398190045249,8.538,23.97,23.347,2.096,5.287,2.537,0,0.8,96.4,0,0,0.3
Southeast Webster-Grand Community School District,516,White,NA,12.257,44.444,26.724,1.168,7.681,6.008,0,2.6,96.5,0,0.7,0
Southeast of Saline Unified School District 306,666,White,92.22222222222224,9.306,31.79,22.081,0.175,28.324,3.453,0,1.5,94,0,0,0
Smoky Valley Unified School District 400,1033,White,87.39595619208087,8.227,27.094,26.356,0,11.069,6.873,0.29,6.1,92.3,0,0,0
Wamego Unified School District 320,1754,White,87.57293127629734,10.848,12.858,27.514,1.455,1.528,3.136,1.482,7.8,88.2,0,2.9,1.4
Rock Creek Unified School District 323,1010,White,92.62952646239556,7.397,31.965,19.033,1.385,9.84,3.069,6.337,10.3,87.6,0,0,0
Hiawatha Unified School District 415,983,White,88.60168471720819,16.633,45.412,26.084,2.279,28.521,4.781,0,7,85.6,0,1.5,0
Smith Center Unified School District 237,426,White,87.52793296089385,17.708,25.654,26.594,0.233,2.888,6.808,0,2.3,86.2,0,0,0
Barnes Unified School District 223,409,White,90.80246913580248,18.442,8.289,21.639,0.592,3.051,1.711,7.09,13.8,84.5,0,1.4,0
Triplains Unified School District 275,147,White,75,20.93,28.148,19.466,0.966,2.21,4.082,0,2.4,81.8,0,0,0
Central Heights Unified School District 288,554,White,88.68837209302326,11.469,26.186,24.968,4.958,24.968,3.249,0,20.7,74.8,0.7,0,0
Ottawa Unified School District 290,2568,White,81.9330985915493,13.163,36.684,31.8,1.032,12.925,4.478,0.623,6.5,85.9,1,0,0
Marysville Unified School District 364,778,White,90.11232876712327,14.481,23.201,22.56,1.413,8.85,5.013,0,13,85.4,1.6,0,0
Scott County Unified School District 466,976,White,88.04925544100803,12.012,4.886,20.584,2.998,0,2.664,2.971,31.5,67.4,0,0,1.1
Western Plains Unified School District 106,169,White,75,14.045,42.138,18.198,0.864,6.637,14.793,3.55,15.6,84.4,0,0,0
Rawlins County Unified School District 105,338,White,86.11888111888112,15.924,9.343,27.838,0.502,0,13.905,2.959,15.3,79.2,1.1,0,0
North Central-Washington Schools Unified School District 108,410,White,88.61858190709046,16.043,37.879,21.541,1.477,26.903,8.049,1.463,6.1,80.5,0,0,0
Rock Hills Unified School District 107,379,White,87.60223048327137,21.994,10.289,24.41,0,11.698,10.818,0,5,93.8,1,0,0
Republic County-Hillcrest Rural Schools Unified School District 109,416,White,85.73877551020408,14.532,24.779,22.087,0.654,22.997,1.202,0,4.7,91.8,0,0.9,2.4
Thunder Ridge Unified School District 110,287,White,82.63392857142857,18.605,13.808,21.639,1.477,6.128,6.62,0,0,91.1,0,1.4,0
Doniphan West Unified School District 111,258,White,83.26293103448276,15.455,21.395,19.624,2.703,15.467,7.752,0,1.5,96.4,0,1.5,0
Central Plains Unified School District 112,477,White,80.46793002915452,12.544,30.435,18.991,1.365,11.747,7.966,0,6,87,0,3,0.8
Prairie Hills Unified School District 113,1509,White,92.63023679417122,11.805,18.942,22.068,2.795,7.874,1.988,1.524,2.4,90.1,2.8,2,0.3
Riverside Unified School District 114,534,White,87.57285714285715,20.593,27.381,18.29,1.266,12.314,2.809,0,0.8,96.2,0.8,0,0
Nemaha Unified School District 115,622,White,92.54545454545456,8.764,7.554,21.789,0,5.011,4.019,0,2.9,94.2,2.9,0,0
Abilene Unified School District 435,1417,White,86.20481927710844,13.426,30.362,28.698,1.409,10.952,6.069,0,4.7,91.7,3.5,0,0
Auburn-Washburn Unified School District 437,7030,White,89.91651990137372,7.489,21.008,19.729,1.713,12.739,5.633,1.309,10,70.6,4.6,1.4,2.8
North Lyon County Unified School District 251,497,White,87.55102040816327,11.494,25.926,21.928,0.229,5.908,6.237,0,11.4,78.4,0,0,0.9
Mill Creek Valley Unified School District 329,715,White,91.09785202863962,9.005,20.749,15.262,2.58,7.492,9.51,0,13.5,79.7,0,0,0
Northern Valley Unified School District 212,195,White,80.13157894736842,17.45,34.591,17.738,0,7.438,2.051,0.513,2,85.4,2,0,0
Labette County Unified School District 506,1174,White,94.09724663151728,19.367,14.691,22.331,2.694,19.89,2.3,4.77,2.3,88.6,0,1.8,0
Andover Unified School District 385,5867,White,83.66034260453122,4.988,19.486,24.456,0.493,4.81,4.193,0,8.8,78.9,0.1,0.7,8.7
Anthony-Harper Unified School District 361,789,White,80.69152542372882,18.743,31.693,22.885,0.687,10.536,10.266,0,14.8,78.1,0.5,5.8,0
Argonia Public Schools Unified School District 359,148,White,75,9.143,14.286,20.976,0.796,9.502,4.054,0,9.1,66.7,18.2,0,0
Arkansas City Unified School District 470,2801,White,77.57489347754834,19.37,35.757,25.344,1.909,9.043,9.711,11.389,31.8,55.8,1.4,2.7,0.7
Northeast Unified School District 246,660,White,84.0223880597015,23.266,35.986,21.209,1.302,8.955,9.242,0,3.5,94.3,0,0.6,0
Ashland Unified School District 220,135,White,78.72527472527473,19.024,46.018,18.614,0,18.436,13.333,0,3,88.9,3,0,0
Atchison Public Schools Unified School District 409,2119,White,84.47591888466413,19.301,22.158,23.675,2.083,10.773,4.672,0,4.5,77.4,2.7,1.4,0
Attica Unified School District 511,233,White,75,15.789,31.683,23.874,0.802,28.07,1.288,0,0,100,0,0,0
Augusta Unified School District 402,2493,White,85.98857736240915,10.842,30.245,25.021,4.827,6.228,2.166,0,4.7,87.1,1.7,1.5,0
Baldwin City Unified School District 348,1477,White,86.55893832943013,7.538,37.991,26.58,2.91,14.809,6.974,0,8,90.5,0,0,0
Basehor-Linwood Unified School District 458,2499,White,86.70306513409962,5.401,14.449,25.951,1.111,7.676,1.761,0,3.6,89.2,3.4,0,0
Baxter Springs Unified School District 508,1122,White,87.62439024390244,20.982,14.685,23.687,1.899,10.988,10.517,0,6.7,72.8,0,2.2,0
Beloit Unified School District 273,695,White,93.09190672153636,16.81,24.541,20.803,3.716,10.893,6.906,0,1.6,98.4,0,0,0
Belle Plaine Unified School District 357,506,White,91.61996161228409,10.15,22.857,20.511,3.516,11.901,7.312,0,5.2,93.8,0,0.8,0
Twin Valley Unified School District 240,533,White,90.04752851711027,13.304,28.802,23.157,0.295,36.154,5.441,0,5.9,86.1,6.9,0,0
Otis-Bison Unified School District 403,280,White,67.92842535787321,14.222,22.426,12.174,0,10.386,7.857,0,1.4,93.1,0,0,0
Bonner Springs Unified School District 204,2931,White,84.1879815100154,15.983,25.557,26.234,2.495,16.281,6.789,2.627,10.1,66.9,12.8,0,0
Brewster Unified School District 314,72,NA,NA,7.143,21.739,9.932,0,17.424,8.333,0,NA,NA,NA,NA,NA
Bucklin Unified School District 459,279,White,75,13.534,32.576,22.541,1.877,18.848,3.226,0,23.1,75,0,0,0
Altoona-Midway Unified School District 387,214,White,75,14.403,9.884,17.267,0.3,7.824,11.215,0,1.8,90.9,0,0,0
Buhler Unified School District 313,2344,White,90.64837625979844,10.217,21.758,24.895,1.061,5.787,6.015,0,6,87.7,0.7,0,1.4
Central Unified School District 462,400,White,84.8220064724919,21.765,33.611,21.094,2.919,18.004,16.25,0,7.3,76.8,0,7.3,0
Burlingame Public School Unified School District 454,306,White,87.53048780487805,19.016,35.926,20.861,1.406,16.296,15.033,0,0,100,0,0,0
Burlington Unified School District 244,580,White,91.0946261682243,12.281,31.546,23.514,1.12,6.347,11.034,0,4.2,91.7,3.3,0.7,0.7
Burrton Unified School District 369,319,White,76.34801762114537,18.561,14.286,13.025,3.32,4.907,6.27,0,3.4,86.2,0,0,0
Caldwell Unified School District 360,221,White,83.54922279792746,22.886,12.698,28.675,0,7.295,2.262,0,6.1,87.8,0,0,0
Caney Valley Unified School District 436,730,White,86.97039030955585,19.329,28.07,20.433,0.705,27.772,10.411,0,6.7,73.1,0,9,2.2
Canton-Galva Unified School District 419,490,White,87.41935483870968,6.118,24.257,22.244,0,4.708,6.122,0,5.2,92.2,0,0,0
Waconda Unified School District 272,491,White,86.25,17.232,18.938,22.838,0,0.8,4.888,0,1,91.7,1,0,1
Cedar Vale Unified School District 285,197,White,77.33944954128441,19.403,31.013,19.647,1.348,7.865,1.015,0,9.5,69,0,0,0
Vermillion Unified School District 380,470,White,92.66597510373444,12.473,18.357,14.319,1.57,9.682,2.34,0,0.8,89.9,0,0.8,0
Chanute Public Schools Unified School District 413,2055,White,91.96326061997704,18.961,53.648,21.473,2.623,20.176,6.18,3.066,9.7,83.1,0.5,0.2,1.3
Chapman Unified School District 473,1058,White,94.92105263157892,13.8,29.342,30.135,1.3,20.378,7.467,0,8.2,84.7,0,0.4,0
Chase-Raymond Unified School District 401,171,White,77.43654822335026,28.758,27.5,17.176,3.467,14.163,3.509,0,47.1,52.9,0,0,0
Cheney Unified School District 268,766,White,92.42772861356931,6.991,24.123,20.62,0.47,2.761,6.266,0,7.5,89.7,0,0,0
Cherokee Unified School District 247,709,White,88.73876404494382,20.026,14.375,23.545,0.855,11.65,4.231,0,4.8,92.8,0,0.6,0
Cherryvale Unified School District 447,791,White,81.32724719101124,31.347,48.126,16.387,5.168,22.233,3.666,0,0.5,91.1,0.5,0,3.2
Chetopa-St. Paul Unified School District 505,391,White,81.77570093457943,20,36.232,26.923,2.711,9.695,6.905,0,8.6,82.9,0,0,0
Cheylin Unified School District 103,162,White,75,29.333,22.464,15.129,0.828,3.833,3.704,3.086,12.5,81.3,0,0,0
Cimarron-Ensign Unified School District 102,744,White,87.82449725776965,5.923,20.516,20.244,3.739,19.58,1.478,2.688,38.2,61.8,0,0,0
North Jackson Unified School District 335,312,White,88.98684210526315,13.253,26.766,18.182,0.377,6.803,8.013,0,2.9,88.2,1.2,1.2,0
Clay Center Unified School District 379,1445,White,90.23958333333334,16.105,23.926,26.886,0.244,34.576,6.159,0,9.1,87.7,0,0,0
Clearwater Unified School District 264,1320,White,88.12081784386618,10.744,24.102,20.852,0.735,3.236,3.106,0,7.6,86.1,0.3,0,0
Clifton-Clyde Unified School District 224,299,White,84.98239436619718,15.827,15.242,17.964,0.607,13.012,2.676,0,1.4,98.3,0,0,0
Coffeyville Unified School District 445,2068,White,78.89181286549707,25.217,47.602,26.768,2.732,18.127,5.803,7.108,16.4,54.7,7.7,5.2,0
Colby Public Schools Unified School District 315,971,White,85.09278350515464,10.224,8.061,31.732,0.489,1.943,5.046,2.678,3.8,95,0,0,0
Comanche County Unified School District 300,318,White,84.95406360424029,11.111,27.344,22.054,1.697,7.862,4.403,0,9.7,90.3,0,0,0
Columbus Unified School District 493,1356,White,93.54375614552606,17.339,25.821,22.77,0.676,14.988,5.015,0,5.4,87.3,0,4.1,1.4
Concordia Unified School District 333,1092,White,86.98615548455804,14.502,30.597,28.205,0.18,19.338,4.121,0,2.8,88.8,5.6,0,0
Conway Springs Unified School District 356,684,White,93.53806228373702,16.856,21.417,17.194,3.313,7.135,6.579,0,4.5,91.8,0.6,0,0
Copeland Unified School District 476,213,White,NA,7.407,4.433,22.11,0,19.134,5.634,2.347,0,87.5,0,0,0
Chase County Unified School District 284,474,White,88.90822784810126,11.37,39.767,25.243,2.284,10.697,5.063,0,12.6,78.2,4.6,0,0
Morris County Unified School District 417,830,White,89.81301939058173,16.143,25.726,21.444,0.96,9.954,9.157,0,9.3,79.1,0.5,0,0.5
Pike Valley Unified School District 426,262,White,83.59223300970874,14.796,14.884,24.011,1.389,14.74,3.817,0,0,94.4,0,0,0
Cunningham Unified School District 332,152,White,75,11.806,21.831,14.955,0.748,12.857,1.316,0,2.6,90.3,0,0,0
Deerfield Unified School District 216,222,White,72.22033898305085,18.1,15.888,18.561,2.769,14.826,4.955,6.306,38.6,61.4,0,0,0
Derby Unified School District 260,7093,White,88.84969821875461,9.741,24.392,26.741,1.554,6.473,7.853,1.114,13.1,68.4,2,1.8,3.8
De Soto Unified School District 232,8284,White,96.28381784574022,3.094,15.056,24.666,1.105,6.036,4.201,2.595,10.2,82.5,1.9,0,3
Dexter Unified School District 471,158,White,75,18.261,14.394,18.733,6.04,19.13,6.962,0,0,100,0,0,0
Dighton Unified School District 482,240,White,80.95360824742268,13,3.922,19.252,0.926,2.55,0,0,9.5,90.5,0,0,0
Dodge City Unified School District 443,6576,Hispanic/Latino,89.0293516179478,15.263,31.429,25.219,7.594,21.306,4.364,15.1,77.3,18.9,0.8,0.4,1.2
Douglass Public Schools Unified School District 396,688,White,87.85405405405405,8.041,13.783,18.199,1.13,11.937,6.541,0,3,80.3,0,3,0
Easton Unified School District 449,634,White,93.50268096514743,6.231,22.199,18.173,0,7.64,3.785,0,7.8,92.2,0,0,0
Atchison County Community Schools Unified School District 377,716,White,84.53811659192826,9.975,9.357,25.159,0.819,25.026,9.777,0,2.3,79.1,0.6,0.6,0
El Dorado Unified School District 490,2281,White,86.84466019417476,16.317,40.769,25.497,1.408,12.373,6.138,0,3.3,93.8,0,0.9,0.9
Elk Valley Unified School District 283,138,White,77.26890756302521,28,35.135,29.462,0,9.195,5.797,0,3,81.5,0,3,0
Elkhart Unified School District 218,265,NA,NA,9.711,52.083,18.15,0,26.329,0,0,NA,NA,NA,NA,NA
Ell-Saline Unified School District 307,274,White,90.9331797235023,7.256,16.736,24.096,0.741,15.259,4.38,0,0,96,0,0,0
Ellinwood Public Schools Unified School District 355,611,White,82.86622807017544,11.239,26.923,23.16,0,21.021,3.437,0,11.9,78.9,0,0,0
Ellis Unified School District 388,542,White,89.52755905511812,10.413,25.391,13.855,2.074,8.279,2.583,0,11.4,87.6,0,0,0
Ellsworth Unified School District 327,583,White,87.66666666666667,12.795,34.433,22.105,1.567,7.468,7.719,0,7.1,84.3,3.1,1.6,0
Emporia Unified School District 253,4455,White,83.3621103117506,13.827,39.789,27.421,3.798,9.138,5.499,4.242,44.4,48.3,1.2,0,0.6
Erie Unified School District 101,621,White,91.5701219512195,27.838,13.997,24.217,1.016,17.514,6.602,0,9.8,86.4,0,0,0
Wabaunsee East Unified School District 330,427,White,87.2357894736842,7.28,18.947,20.452,0.242,1.452,4.45,0.937,1,87.7,0,0,1
Eudora Unified School District 491,1957,White,88.13762626262626,7.062,24.194,19.916,1.472,0,4.752,0,10.7,73.8,9.2,3.5,1.5
Eureka Unified School District 389,685,White,92.679180887372,17.337,33.276,24.679,2.825,39.315,6.131,0,12.2,80.6,0.6,0,0.6
Fort Scott Unified School District 234,2365,White,83.73714891361949,20.8,29.514,27.121,3.924,20.695,3.171,0,5.6,84.2,4.2,0.5,2.8
Fowler Unified School District 225,158,White,75,10.596,23.841,11.471,1.709,14.078,10.127,13.924,22.9,77.1,0,0,0
Remington-Whitewater Unified School District 206,898,White,89.344,10.858,9.518,18.818,2.433,6.776,1.559,0,26.4,68.7,0.5,1.2,0
Fredonia Unified School District 484,768,White,86.04696132596685,21.965,54.755,26.574,2.851,28.947,8.073,0,5.1,87.7,0,0.6,0
Frontenac Public Schools Unified School District 249,641,White,94.07642487046633,11.441,30.268,20.773,0,2.525,1.716,0,5.9,94.1,0,0,0
Fort Leavenworth Unified School District 207,1446,White,NA,3.088,5.082,24.931,1.458,7.532,5.602,0,7.5,79.8,6,0,1.9
Galena Unified School District 499,524,NA,NA,23.024,19.104,24.915,0,4.066,13.359,0,NA,NA,NA,NA,NA
Garden City Unified School District 457,7300,Hispanic/Latino,79.19078036835941,16.478,35.769,27.908,8.978,12.953,6.479,12.082,68.1,25.4,0.7,0.1,3.4
Gardner Edgerton Unified School District 231,6194,White,94.20672769853098,6.25,25.107,26.281,1.504,3.583,5.376,0.291,8.9,79.2,1.2,0.2,3.1
Garnett Unified School District 365,1324,White,92.9245283018868,15.121,14.159,26.209,1.599,27.496,2.719,0,2.8,87,0,10.2,0
Girard Unified School District 248,1122,White,86.46110056925995,17.332,29.061,21.957,3.447,20.912,5.971,0,3.5,88.7,3,0,0
Southern Cloud Unified School District 334,193,White,76.7047619047619,20.408,20.588,23.529,0,28.315,5.699,0,0,97.4,0,0,0
Goddard Unified School District 265,6726,White,88.95512936493577,4.596,18.683,25.644,1.737,6.379,3.836,0.387,11.3,83.9,1.1,0.3,1.8
Goessel Unified School District 411,383,White,85.625,6.719,9.524,23.359,2.102,16.243,3.655,0,4.5,84.8,0,4.5,0
Goodland Unified School District 352,1008,White,75.54984894259819,18.87,42.271,29.076,1.987,6.281,10.417,0,17.3,74.8,1.5,0,0.4
Wheatland Unified School District 292,109,White,75,18.045,14.141,26.196,1.772,1.37,3.67,0,3.6,100,0,0,0
Great Bend Unified School District 428,3187,White,81.41326093169477,18.441,36.91,27.277,1.345,24.937,9.225,3.326,35.1,61.6,0.5,0,0
Greeley County Schools Unified School District 200,240,Hispanic/Latino,79.62555066079295,17.004,27.5,24.779,2.632,8.36,11.667,2.917,51,44.9,0,1.6,0
Greensburg Unified School District 422,296,White,42.88549618320611,13.455,12.889,24.79,1.408,11.139,11.149,0,20.4,75.5,0,0,1.6
